,app_id,app_name,neg,pos,steam_score,wilson
8485,436140,Empire of the Gods,7,20,74.07%,52.53%
8486,260710,Dark Fall 2: Lights Out,10,25,71.43%,52.51%
8487,293420,Heldric - The legend of the shoemaker,10,25,71.43%,52.51%
8488,60340,LUXOR: 5th Passage ,10,25,71.43%,52.51%
8489,426170,Defragmented,10,25,71.43%,52.51%
8490,352030,The World Named Fred,10,25,71.43%,52.51%
8491,427660,NightCry,61,97,61.39%,52.49%
8492,412470,Metal War Online: Retribution,266,352,56.96%,52.46%
8493,259830,Wooden Sen'SeY,33,59,64.13%,52.46%
8494,357370,Return NULL - Episode 1,26,49,65.33%,52.41%
8495,205080,BIT.TRIP FATE,36,63,63.64%,52.39%
8496,33580,The Great Art Race,24,46,65.71%,52.33%
8497,470040,Spellgear,24,46,65.71%,52.33%
8498,3050,Xpand Rally Xtreme,24,46,65.71%,52.33%
8499,385760,NBA 2K17,"2,459","2,869",53.85%,52.31%
8500,576540,Brother Wings,12,28,70.00%,52.30%
8501,377310,The Tower Of Elements,80,121,60.20%,52.30%
8502,338590,The Race for the White House,12,28,70.00%,52.30%
8503,311840,Wildlife Park,12,28,70.00%,52.30%
8504,514460,Cyberline Racing,12,28,70.00%,52.30%
8505,397840,Car Mechanic Manager,12,28,70.00%,52.30%
8506,575720,Mighty Party,182,248,57.67%,52.28%
8507,416030,Your Quest,29,53,64.63%,52.27%
8508,473560,Cosmic Dust & Rust,99,145,59.43%,52.26%
8509,448000,Sparkle ZERO,88,131,59.82%,52.25%
8510,397720,Romance of the Three Kingdoms Maker,37,64,63.37%,52.23%
8511,383720,Swords & Crossbones: An Epic Pirate Story,20,40,66.67%,52.21%
8512,384030,Florensia,128,181,58.58%,52.21%
8513,312430,Sovereignty: Crown of Kings,71,109,60.56%,52.21%
8514,65980,Sid Meier's Civilization: Beyond Earth,"7,801","8,826",53.08%,52.21%
8515,434500,BATTLE PIXELS,14,31,68.89%,52.20%
8516,340210,Predestination,14,31,68.89%,52.20%
8517,600720,Trackmania² Lagoon,27,50,64.94%,52.18%
8518,277910,Mars Colony: Challenger,43,72,62.61%,52.17%
8519,486840,War Truck Simulator,16,34,68.00%,52.17%
8520,322850,Pro Cycling Manager 2015,125,177,58.61%,52.17%
8521,105700,Tobe's Vertical Adventure,46,76,62.30%,52.16%
8522,242110,Joe Danger 2: The Movie,138,193,58.31%,52.15%
8523,378570,Robo Miner,6,18,75.00%,52.14%
8524,463460,"Resette's Prescription ~Book of memory, Swaying scale~",6,18,75.00%,52.14%
8525,582810,Serious Metal Detecting,6,18,75.00%,52.14%
8526,575960,The Wisbey Mystery,6,18,75.00%,52.14%
8527,487630,Lantern,6,18,75.00%,52.14%
8528,440950,Story Of the Survivor,6,18,75.00%,52.14%
8529,363090,NOBUNAGA'S AMBITION: Kakushin with Power Up Kit,9,23,71.88%,52.08%
8530,347280,A Quiver of Crows,9,23,71.88%,52.08%
8531,454460,JiPS,9,23,71.88%,52.08%
8532,405590,Stone Tales,9,23,71.88%,52.08%
8533,316180,A City Sleeps,25,47,65.28%,52.08%
8534,400510,FINAL TAKE,84,125,59.81%,52.06%
8535,594730,Far Space,41,69,62.73%,52.05%
8536,545050,Badiya,57,90,61.22%,51.99%
8537,403400,ARCADE GAME SERIES: DIG DUG,23,44,65.67%,51.99%
8538,383330,Star Chronicles: Delta Quadrant,71,108,60.34%,51.97%
8539,440340,Banzai Escape,28,51,64.56%,51.96%
8540,23300,Yosumin!,51,82,61.65%,51.94%
8541,207650,A Virus Named TOM,279,360,56.34%,51.91%
8542,313140,Blackbay Asylum,103,148,58.96%,51.90%
8543,355310,Blood Alloy: Reborn,11,26,70.27%,51.86%
8544,446250,Silver Bullet: Prometheus,11,26,70.27%,51.86%
8545,448350,Case #8,62,96,60.76%,51.85%
8546,420270,Into the Void,40,67,62.62%,51.79%
8547,408990,Timber and Stone,266,343,56.32%,51.78%
8548,493810,Jonah's Path,17,35,67.31%,51.78%
8549,480640,Pathfinder Adventures,13,29,69.05%,51.77%
8550,259190,Alone in the Dark: The New Nightmare,74,111,60.00%,51.77%
8551,317380,War on Folvos,15,32,68.09%,51.75%
8552,348280,ORBIT,5,16,76.19%,51.75%
8553,423740,Save Your Mother,5,16,76.19%,51.75%
8554,376760,Big Thinkers Kindergarten,5,16,76.19%,51.75%
8555,565380,Cargo Cult: Shoot'n'Loot VR,5,16,76.19%,51.75%
8556,493780,Nightork Adventures - Beyond the Moons of Shadalee,5,16,76.19%,51.75%
8557,386740,Puzzle Strike,5,16,76.19%,51.75%
8558,336680,TREBUCHET,5,16,76.19%,51.75%
8559,508760,Ball of Wonder,5,16,76.19%,51.75%
8560,299020,Runaway Express Mystery,5,16,76.19%,51.75%
8561,374450,Cheats 4 Hire,5,16,76.19%,51.75%
8562,431390,Diorama No.1 - Blocked In,5,16,76.19%,51.75%
8563,520270,Thrills & Chills - Roller Coasters,15,32,68.09%,51.75%
8564,330880,Redemption,5,16,76.19%,51.75%
8565,580990,Space Impact Glitch,5,16,76.19%,51.75%
8566,42210,Nancy Drew: Secrets Can Kill,15,32,68.09%,51.75%
8567,521990,Galactic Storm,5,16,76.19%,51.75%
8568,365800,AdvertCity,24,45,65.22%,51.73%
8569,346950,The Dark Stone from Mebara,24,45,65.22%,51.73%
8570,501920,Totem,24,45,65.22%,51.73%
8571,223100,Homefront: The Revolution,"3,381","3,814",53.01%,51.69%
8572,238930,"7 Grand Steps, Step 1: What Ancients Begat",234,304,56.51%,51.68%
8573,586750,Sonny,44,72,62.07%,51.67%
8574,281430,Clans,41,68,62.39%,51.66%
8575,413170,Metal Assault,118,165,58.30%,51.65%
8576,543180,Infinite Tanks,38,64,62.75%,51.65%
8577,501800,REED,27,49,64.47%,51.63%
8578,456780,DUCATI - 90th Anniversary,22,42,65.63%,51.62%
8579,337180,Velocity 2X,22,42,65.63%,51.62%
8580,2590,Alpha Prime,460,565,55.12%,51.62%
8581,326740,Black Fire,101,144,58.78%,51.62%
8582,383670,That Old Time Religion,8,21,72.41%,51.61%
8583,513270,Lockdown: Stand Alone,8,21,72.41%,51.61%
8584,15970,Luxor,8,21,72.41%,51.61%
8585,2920,Sub Command,8,21,72.41%,51.61%
8586,385860,Tachyon Project,8,21,72.41%,51.61%
8587,496690,Adventures On The Polluted Islands,8,21,72.41%,51.61%
8588,513880,Panzer Warfare,8,21,72.41%,51.61%
8589,312640,Power-Up,89,129,59.17%,51.59%
8590,278810,LA Cops,48,77,61.60%,51.58%
8591,593410,Elven Legend,1,8,88.89%,51.55%
8592,448810,Torgar's Quest,1,8,88.89%,51.55%
8593,451630,Brute,1,8,88.89%,51.55%
8594,411720,Quantum Lock,1,8,88.89%,51.55%
8595,502600,The Multidimensional Underwear Drawer,1,8,88.89%,51.55%
8596,445550,Watson's Watch,1,8,88.89%,51.55%
8597,592330,Roomscale Coaster,1,8,88.89%,51.55%
8598,411390,Getsuei Gakuen -kou-,1,8,88.89%,51.55%
8599,449330,Grid Masters,1,8,88.89%,51.55%
8600,522300,Polywings,1,8,88.89%,51.55%
8601,620670,The Cursed Revolver,1,8,88.89%,51.55%
8602,343020,MagNets,1,8,88.89%,51.55%
8603,498720,Inklings,1,8,88.89%,51.55%
8604,618350,Personal Disco VR,1,8,88.89%,51.55%
8605,360150,How To Survive Third Person,409,505,55.25%,51.55%
8606,587730,Orbital Injection,1,8,88.89%,51.55%
8607,540500,Starfighter Arduxim,1,8,88.89%,51.55%
8608,610610,PacaPlus,1,8,88.89%,51.55%
8609,397850,Sonder. Episode ONE,1,8,88.89%,51.55%
8610,380100,Flute Master,1,8,88.89%,51.55%
8611,509850,Bumper,1,8,88.89%,51.55%
8612,630400,Explottens,1,8,88.89%,51.55%
8613,530740,Spareware,1,8,88.89%,51.55%
8614,634200,Tanks vs Aliens,1,8,88.89%,51.55%
8615,433960,Shadow Of Nebula,1,8,88.89%,51.55%
8616,332370,Miko Gakkou Monogatari: Kaede Episode,1,8,88.89%,51.55%
8617,511690,Duck Force,1,8,88.89%,51.55%
8618,619890,Evil Glitch,1,8,88.89%,51.55%
8619,529580,Kyurinaga's Revenge,1,8,88.89%,51.55%
8620,224900,Iron Sky Invasion,187,247,56.91%,51.54%
8621,246070,Hack 'n' Slash,299,378,55.83%,51.53%
8622,298140,Rhiannon: Curse of the Four Branches,20,39,66.10%,51.52%
8623,279500,Nicolas Eymerich The Inquisitor,20,39,66.10%,51.52%
8624,594960,8-Bit Armies: Arena (Free),20,39,66.10%,51.52%
8625,3600,Escape Rosecliff Island,52,82,61.19%,51.52%
8626,307760,Zoo Park,82,120,59.41%,51.52%
8627,422250,ShipLord,163,218,57.22%,51.48%
8628,386640,Affected Zone Tactics,67,101,60.12%,51.48%
8629,285380,On The Road,49,78,61.42%,51.48%
8630,351900,Pregnancy,148,200,57.47%,51.47%
8631,489580,AWA,18,36,66.67%,51.42%
8632,57620,Patrician IV: Steam Special Edition,84,122,59.22%,51.42%
8633,465720,Demon Hunter 2: New Chapter,18,36,66.67%,51.42%
8634,237950,UFO: Afterlight,125,172,57.91%,51.41%
8635,98900,Alien Hallway,76,112,59.57%,51.40%
8636,404590,Vikings - Wolves of Midgard,775,914,54.11%,51.39%
8637,35030,Championship Manager 2010,10,24,70.59%,51.38%
8638,631660,Immersion Chess,10,24,70.59%,51.38%
8639,431290,Level 22: Gary’s Misadventures,10,24,70.59%,51.38%
8640,552410,Project Abyss,10,24,70.59%,51.38%
8641,37800,QuantZ,10,24,70.59%,51.38%
8642,288650,HTR+ Slot Car Simulation,10,24,70.59%,51.38%
8643,383950,League of Mermaids,10,24,70.59%,51.38%
8644,262510,Crimson Room: Decade,10,24,70.59%,51.38%
8645,572330,The Fan,4,14,77.78%,51.37%
8646,465670,Project G,4,14,77.78%,51.37%
8647,394830,One Upon Light,4,14,77.78%,51.37%
8648,420500,Rynn's Adventure: Trouble in the Enchanted Forest,4,14,77.78%,51.37%
8649,567200,Incorp Inc,4,14,77.78%,51.37%
8650,598240,Stupid Raft Battle Simulator,4,14,77.78%,51.37%
8651,587920,Phantom Halls,4,14,77.78%,51.37%
8652,521430,Super Switch,4,14,77.78%,51.37%
8653,543600,Monster Maze VR,4,14,77.78%,51.37%
8654,636520,Gevaudan,4,14,77.78%,51.37%
8655,561230,Special Delivery,4,14,77.78%,51.37%
8656,471730,Rocket Ski Racing,4,14,77.78%,51.37%
8657,408760,Pro Cycling Manager 2016,112,156,58.21%,51.37%
8658,552350,Unhappy Ever After,4,14,77.78%,51.37%
8659,448750,Infinity Saga,4,14,77.78%,51.37%
8660,335550,Cubicity,4,14,77.78%,51.37%
8661,16100,Virtual Villagers: A New Home,4,14,77.78%,51.37%
8662,595930,Steam: Rails to Riches,4,14,77.78%,51.37%
8663,508540,Haven,4,14,77.78%,51.37%
8664,414130,Fall of the Titanic,122,168,57.93%,51.35%
8665,258200,Talisman: Prologue,127,174,57.81%,51.35%
8666,283450,Zooloretto,14,30,68.18%,51.29%
8667,401330,Akuatica,14,30,68.18%,51.29%
8668,494470,My Butler,12,27,69.23%,51.29%
8669,2340,Quake II: Ground Zero,14,30,68.18%,51.29%
8670,396680,Sol Trader,14,30,68.18%,51.29%
8671,376450,Last Days of Old Earth,12,27,69.23%,51.29%
8672,426290,The Away Team,12,27,69.23%,51.29%
8673,339700,"I, Gladiator",51,80,61.07%,51.28%
8674,407620,Indie Game Battle,51,80,61.07%,51.28%
8675,325600,Sword Coast Legends,"1,411","1,611",53.31%,51.27%
8676,525700,Birthdays the Beginning,146,196,57.31%,51.25%
8677,265870,Alpha Kimori™ Episode One ,83,120,59.11%,51.25%
8678,454600,Age of Cavemen,229,293,56.13%,51.23%
8679,245760,TRANSFORMERS: Rise of the Dark Spark,274,345,55.74%,51.23%
8680,461490,Kaboom Monsters,21,40,65.57%,51.23%
8681,12340,Jack Keane,21,40,65.57%,51.23%
8682,511340,Existentia,21,40,65.57%,51.23%
8683,202310,Ridge Racer™ Unbounded,365,449,55.16%,51.23%
8684,561970,REALITY,21,40,65.57%,51.23%
8685,65530,SpellForce 2 - Faith in Destiny,71,105,59.66%,51.21%
8686,94000,Dinner Date,340,420,55.26%,51.20%
8687,209100,Resident Evil™: Operation Raccoon City,707,831,54.03%,51.17%
8688,524110,Emergency 2017,72,106,59.55%,51.15%
8689,270910,Worms World Party Remastered,145,194,57.23%,51.14%
8690,453980,Airstrike HD,129,175,57.57%,51.14%
8691,253960,Jack Orlando Director's Cut,99,139,58.40%,51.14%
8692,205810,Jagged Alliance: Crossfire,64,96,60.00%,51.14%
8693,451670,War Birds: WW2 Air strike 1942,19,37,66.07%,51.10%
8694,24670,Trainz Simulator 12,286,357,55.52%,51.10%
8695,379670,Technolust,7,19,73.08%,51.10%
8696,453350,Vaccine War,7,19,73.08%,51.10%
8697,333690,Epanalepsis,7,19,73.08%,51.10%
8698,491510,Vanilla Bagel: The Roguelike,7,19,73.08%,51.10%
8699,628750,aMAZE 2,7,19,73.08%,51.10%
8700,520610,Drive on Moscow,7,19,73.08%,51.10%
8701,398930,MacGuffin,7,19,73.08%,51.10%
8702,369040,Yargis - Space Melee,57,87,60.42%,51.08%
8703,509070,Super VR Trainer,3,12,80.00%,51.07%
8704,510070,Shiperoids,3,12,80.00%,51.07%
8705,377940,Slam,3,12,80.00%,51.07%
8706,517550,The Enlightened League of Bone Builders and the Osseous Enigma Content,3,12,80.00%,51.07%
8707,476370,MAGATAMA Earrings,3,12,80.00%,51.07%
8708,575460,My Super Tower 2,3,12,80.00%,51.07%
8709,511660,Beachhead 2002,3,12,80.00%,51.07%
8710,586830,Mighty Monster Mayhem,3,12,80.00%,51.07%
8711,571520,Kalaban,3,12,80.00%,51.07%
8712,254920,Lords of the Realm,3,12,80.00%,51.07%
8713,424210,SodaCity,3,12,80.00%,51.07%
8714,600410,HERO-E,3,12,80.00%,51.07%
8715,420380,The Strike,3,12,80.00%,51.07%
8716,305720,Heroes of Issachar,3,12,80.00%,51.07%
8717,288670,Myths Of Orion,3,12,80.00%,51.07%
8718,391030,Hard to Be a God,3,12,80.00%,51.07%
8719,398960,Hoven the Sages Spinel,3,12,80.00%,51.07%
8720,521930,Minimized,27,48,64.00%,51.06%
8721,351910,Valhalla Hills,256,322,55.71%,51.05%
8722,286220,Pier Solar and the Great Architects,33,56,62.92%,51.04%
8723,530900,emoj.io,117,160,57.76%,51.03%
8724,565410,World of Darkness Preludes: Vampire and Mage,43,69,61.61%,51.02%
8725,404640,Game Tycoon 2,88,125,58.69%,51.01%
8726,491260,Take Thy Throne,54,83,60.58%,51.01%
8727,467290,Starship Titanic,2,10,83.33%,50.99%
8728,424750,The BoX,2,10,83.33%,50.99%
8729,246820,Jeklynn Heights,2,10,83.33%,50.99%
8730,555730,Robot City Stadium,2,10,83.33%,50.99%
8731,366460,Pavel Quest,2,10,83.33%,50.99%
8732,496390,Shiny,2,10,83.33%,50.99%
8733,431370,Diorama No.3 : The Marchland,2,10,83.33%,50.99%
8734,453650,Marble Void,2,10,83.33%,50.99%
8735,327940,DragonSphere,2,10,83.33%,50.99%
8736,503130,Red is Dead,2,10,83.33%,50.99%
8737,563150,interLOGIC,2,10,83.33%,50.99%
8738,617680,Drunk-Fu: Wasted Masters,2,10,83.33%,50.99%
8739,504850,Castle Invasion: Throne Out,2,10,83.33%,50.99%
8740,515740,Radical Heroes: Crimson City Crisis,2,10,83.33%,50.99%
8741,50970,Mystery Case Files: Madame Fate ,2,10,83.33%,50.99%
8742,503730,Saving Harmony,2,10,83.33%,50.99%
8743,568470,Waking the Glares,2,10,83.33%,50.99%
8744,37960,Jewel Quest,2,10,83.33%,50.99%
8745,456980,Parallels Cross,2,10,83.33%,50.99%
8746,415090,KByte,2,10,83.33%,50.99%
8747,310830,Retrobooster,2,10,83.33%,50.99%
8748,602010,Plank not included,2,10,83.33%,50.99%
8749,549400,Ironclads 2: War of the Pacific,2,10,83.33%,50.99%
8750,609760,The Eagle's Heir,2,10,83.33%,50.99%
8751,456830,Dual Core,2,10,83.33%,50.99%
8752,567220,Scorch,2,10,83.33%,50.99%
8753,416250,Tales [PC],2,10,83.33%,50.99%
8754,446760,Neighborhorde,2,10,83.33%,50.99%
8755,364790,Voyage to Farland,2,10,83.33%,50.99%
8756,384040,Impulse Revolution,2,10,83.33%,50.99%
8757,566190,The Search,2,10,83.33%,50.99%
8758,479330,Crazy Stone Deep Learning -The First Edition-,2,10,83.33%,50.99%
8759,403690,Codename: Rogue Fleet,141,188,57.14%,50.97%
8760,399660,Battle Battalions,130,175,57.38%,50.96%
8761,286120,QuestRun,324,398,55.12%,50.95%
8762,293320,Coma: Mortuary,366,445,54.87%,50.94%
8763,211280,Primal Fears,121,164,57.54%,50.91%
8764,23700,Puzzle Kingdoms,91,128,58.45%,50.88%
8765,415010,The Other 99,28,49,63.64%,50.87%
8766,230980,Starseed Pilgrim,182,235,56.35%,50.87%
8767,46520,Wasteland Angel,96,134,58.26%,50.87%
8768,343800,Shadowgate: MacVenture Series,9,22,70.97%,50.84%
8769,382250,Lightrise,9,22,70.97%,50.84%
8770,328450,Deadlock II - Shrine Wars,9,22,70.97%,50.84%
8771,431460,Midnight,9,22,70.97%,50.84%
8772,355840,Survarium,"7,085","7,601",51.76%,50.83%
8773,354180,Bunker - The Underground Game,20,38,65.52%,50.80%
8774,276730,Tango Fiesta,20,38,65.52%,50.80%
8775,456540,STAR WARS™: Rebel Assault I + II,20,38,65.52%,50.80%
8776,277650,Kult: Heretic Kingdoms,13,28,68.29%,50.79%
8777,443980,Burokku Girls,13,28,68.29%,50.79%
8778,549910,Locked Fears,13,28,68.29%,50.79%
8779,455000,The Lost,13,28,68.29%,50.79%
8780,461940,PlanCon: Space Conflict,13,28,68.29%,50.79%
8781,266190,Astral Terra,49,76,60.80%,50.78%
8782,277930,TUG,354,429,54.79%,50.78%
8783,378830,The Princess' Heart,11,25,69.44%,50.77%
8784,441790,Fragmented,594,694,53.88%,50.76%
8785,428630,White Mirror,99,137,58.05%,50.76%
8786,385220,Pulut Adventure,35,58,62.37%,50.75%
8787,328460,Redline,23,42,64.62%,50.72%
8788,518660,Zone4,228,286,55.64%,50.70%
8789,65730,Take On Helicopters,236,295,55.56%,50.69%
8790,372490,GROOVY,26,46,63.89%,50.68%
8791,360390,Nightside,29,50,63.29%,50.68%
8792,470220,UNO,295,361,55.03%,50.66%
8793,412940,Back to Dinosaur Island ,240,299,55.47%,50.65%
8794,343120,Motorbike,18,35,66.04%,50.64%
8795,526430,"Project ""Fire""",18,35,66.04%,50.64%
8796,201070,Revelations 2012,121,162,57.24%,50.58%
8797,557810,Clicker Guild,209,263,55.72%,50.56%
8798,518110,Ahros: One warrior chronicle,6,17,73.91%,50.55%
8799,453770,Forgotten Tales: Day of the Dead,6,17,73.91%,50.55%
8800,370700,Black Home,6,17,73.91%,50.55%
8801,32660,Delta Force: Xtreme,6,17,73.91%,50.55%
8802,329980,ASA: A Space Adventure - Remastered Edition,6,17,73.91%,50.55%
8803,467060,Dead Army - Radio Frequency,6,17,73.91%,50.55%
8804,504880,Pixel Puzzles 2: RADical ROACH,6,17,73.91%,50.55%
8805,367780,Aero's Quest,33,55,62.50%,50.55%
8806,291610,Growing Pains,6,17,73.91%,50.55%
8807,235070,Bad Bots,94,130,58.04%,50.55%
8808,293220,H-Hour: World's Elite,337,406,54.64%,50.53%
8809,415950,Yohjo Simulator,84,118,58.42%,50.53%
8810,454690,Cyber City 2157: The Visual Novel,44,69,61.06%,50.52%
8811,207000,Alien Spidy,48,74,60.66%,50.51%
8812,390870,Circuit Breakers,16,32,66.67%,50.49%
8813,315650,Deep Under the Sky,16,32,66.67%,50.49%
8814,384250,Super Rude Bear Resurrection,37,60,61.86%,50.48%
8815,576310,Oracle,37,60,61.86%,50.48%
8816,375230,"Warhammer 40,000: Eternal Crusade","4,157","4,444",51.67%,50.46%
8817,527760,Just Hero,57,85,59.86%,50.45%
8818,317530,Congo,49,75,60.48%,50.42%
8819,33980,Pound of Ground,45,70,60.87%,50.42%
8820,266450,Conquest of Champions,109,147,57.42%,50.42%
8821,335890,Nanofights,264,323,55.03%,50.40%
8822,278530,3 Stars of Destiny,72,103,58.86%,50.39%
8823,298340,Flashout 2,82,115,58.38%,50.39%
8824,434680,Lamia's Game Room,58,86,59.72%,50.38%
8825,320340,Cosmonautica,381,452,54.26%,50.38%
8826,19200,Tank Universal,170,217,56.07%,50.38%
8827,332970,Storm United,202,253,55.60%,50.35%
8828,612790,INFINITI VR,14,29,67.44%,50.35%
8829,4470,Silverfall: Earth Awakening,14,29,67.44%,50.35%
8830,225020,Tomb Raider (VI): The Angel of Darkness,164,210,56.15%,50.35%
8831,596560,MARS VR(全球使命VR),14,29,67.44%,50.35%
8832,318220,Enforcer: Police Crime Action,882,992,52.93%,50.35%
8833,473140,BomberZone,14,29,67.44%,50.35%
8834,351050,Cricket Captain 2015,19,36,65.45%,50.34%
8835,545860,Luke Sidewalker,19,36,65.45%,50.34%
8836,4420,Silverfall,28,48,63.16%,50.30%
8837,32900,Restaurant Empire II,55,82,59.85%,50.28%
8838,475220,Kabitis,25,44,63.77%,50.28%
8839,11370,Nikopol: Secrets of the Immortals,108,145,57.31%,50.27%
8840,356880,Eron,91,125,57.87%,50.25%
8841,33660,Ziro,8,20,71.43%,50.25%
8842,409460,Blackfaun,8,20,71.43%,50.25%
8843,334410,Jump,12,26,68.42%,50.24%
8844,382130,Exile's End,12,26,68.42%,50.24%
8845,508380,Amnesia: Final Revelations,12,26,68.42%,50.24%
8846,402800,Chunks,12,26,68.42%,50.24%
8847,410390,Warhammer: Vermintide VR - Hero Trials,47,72,60.50%,50.23%
8848,432150,They Came From The Moon,445,519,53.84%,50.23%
8849,352240,The Westport Independent,47,72,60.50%,50.23%
8850,468560,Blind Trust,522,602,53.56%,50.22%
8851,329280,Avalon Lords: Dawn Rises,43,67,60.91%,50.22%
8852,348700,Walkover,43,67,60.91%,50.22%
8853,305800,POP: Methodology Experiment One,32,53,62.35%,50.20%
8854,272010,Aveyond 3-1: Lord of Twilight,32,53,62.35%,50.20%
8855,589620,It Lurks in the Woods,10,23,69.70%,50.19%
8856,501740,Dropship Down,10,23,69.70%,50.19%
8857,548020,Warmada,10,23,69.70%,50.19%
8858,521450,Hunted: One Step too Far,10,23,69.70%,50.19%
8859,260000,YOU DON'T KNOW JACK MOVIES,10,23,69.70%,50.19%
8860,530540,mr.President Prologue Episode,17,33,66.00%,50.15%
8861,352190,Spirit Of War,17,33,66.00%,50.15%
8862,636040,Pixel Worlds,106,142,57.26%,50.14%
8863,464850,Don Bradman Cricket 17,67,96,58.90%,50.12%
8864,345130,Dark Matter,26,45,63.38%,50.08%
8865,439930,Control Craft 2,26,45,63.38%,50.08%
8866,7220,Runaway: The Dream of the Turtle,49,74,60.16%,50.06%
8867,349550,Mighty Dungeons,23,41,64.06%,50.05%
8868,430080,Elysium: Blood Games,23,41,64.06%,50.05%
8869,345220,Agent Awesome,130,169,56.52%,50.04%
8870,444580,ALONE IN SPACE,45,69,60.53%,50.03%
8871,467520,Power & Revolution,153,195,56.03%,50.03%
8872,314710,Mighty No. 9,928,"1,026",52.51%,49.97%
8873,268200,Antisquad,112,148,56.92%,49.97%
8874,443260,Hero Generations: ReGen,15,30,66.67%,49.96%
8875,362780,18 Wheels of Steel: Extreme Trucker 2,15,30,66.67%,49.96%
8876,539640,Racecar.io,81,112,58.03%,49.96%
8877,404850,DARTHY,5,15,75.00%,49.94%
8878,482440,ESSENCE,5,15,75.00%,49.94%
8879,336730,Supreme League of Patriots Issue 3: Ice Cold in Ellis,5,15,75.00%,49.94%
8880,398890,Zombie Gotchi,5,15,75.00%,49.94%
8881,234100,Scrabble,5,15,75.00%,49.94%
8882,430930,Z. Year One,5,15,75.00%,49.94%
8883,428280,Mystery of Unicorn Castle: The Beastmaster,5,15,75.00%,49.94%
8884,376410,Acaratus,5,15,75.00%,49.94%
8885,417310,Hiragana Pixel Party,5,15,75.00%,49.94%
8886,542120,Win Big Or Die,5,15,75.00%,49.94%
8887,533640,VoxreD,27,46,63.01%,49.90%
8888,345140,Crystal Rift,38,60,61.22%,49.90%
8889,402560,Tabletopia,224,273,54.93%,49.90%
8890,253630,Steam Marines,129,167,56.42%,49.90%
8891,638900,Defenders of the Realm VR,0,5,100%,49.88%
8892,613610,Silver Island,0,5,100%,49.88%
8893,524600,Dark Parables: Curse of Briar Rose Collector's Edition,0,5,100%,49.88%
8894,476670,Emberdoom,0,5,100%,49.88%
8895,554690,Rotation Phonology: Break,0,5,100%,49.88%
8896,509310,ThrounnelVR,0,5,100%,49.88%
8897,453830,Innoquous 5,0,5,100%,49.88%
8898,529040,Fine China,0,5,100%,49.88%
8899,521690,Romance of the Three Kingdoms II,0,5,100%,49.88%
8900,461340,A Timely Intervention,0,5,100%,49.88%
8901,578870,MegaGlest,0,5,100%,49.88%
8902,477910,Wanderer of Teandria,0,5,100%,49.88%
8903,545850,Shady Brook - A Dark Mystery Text Adventure,0,5,100%,49.88%
8904,395190,Reiner Knizia's The Confrontation,0,5,100%,49.88%
8905,47520,The Otherside,0,5,100%,49.88%
8906,559250,Ghostlight Manor,0,5,100%,49.88%
8907,609100,Gold Rush! 2,0,5,100%,49.88%
8908,449770,Legend of Moros,0,5,100%,49.88%
8909,413470,Where Angels Cry - Tears Of The Fallen (Collectors Edition),0,5,100%,49.88%
8910,639450,"Don't Tax Me, Bro!",0,5,100%,49.88%
8911,404460,Melter Man,0,5,100%,49.88%
8912,520230,TwinForce,0,5,100%,49.88%
8913,512370,Hero Boy,0,5,100%,49.88%
8914,594980,Super Amazeballs,0,5,100%,49.88%
8915,527920,Farm Tribe 2,0,5,100%,49.88%
8916,480770,Dreamals,0,5,100%,49.88%
8917,563390,Children of the Galaxy,0,5,100%,49.88%
8918,48150,Voodoo Dice,0,5,100%,49.88%
8919,606300,Divine Ascent,0,5,100%,49.88%
8920,519200,Kitty Kitty Boing Boing: the Happy Adventure in Puzzle Garden!,0,5,100%,49.88%
8921,602630,Diorama Worlds,0,5,100%,49.88%
8922,613200,Dead Days,0,5,100%,49.88%
8923,535240,Landmine Larry,0,5,100%,49.88%
8924,612140,Weebish Mines,0,5,100%,49.88%
8925,528420,Evil Orbs,0,5,100%,49.88%
8926,467170,Subterrarium,0,5,100%,49.88%
8927,562260,WAVESHAPER,0,5,100%,49.88%
8928,613020,Gem Hunter,0,5,100%,49.88%
8929,336160,Monsters!,0,5,100%,49.88%
8930,552800,Swingin Swiggins,0,5,100%,49.88%
8931,618920,Dungeon Escape VR,0,5,100%,49.88%
8932,498390,Remnants Of The Arcane,0,5,100%,49.88%
8933,466290,BitShift: BattleGrid,0,5,100%,49.88%
8934,574220,Ze VR,0,5,100%,49.88%
8935,463450,Bipolar Game,0,5,100%,49.88%
8936,523440,zTime (Danger Noodles!),0,5,100%,49.88%
8937,564080,Metagalactic Blitz,0,5,100%,49.88%
8938,578060,Noda,0,5,100%,49.88%
8939,409610,One Final Chaos,0,5,100%,49.88%
8940,465900,Dark Tales: Edgar Allan Poe's The Gold Bug Collector's Edition,0,5,100%,49.88%
8941,366570,CastleAbra,0,5,100%,49.88%
8942,558440,The Night Christmas Ended,0,5,100%,49.88%
8943,558780,Sonya: The Great Adventure,0,5,100%,49.88%
8944,463480,A Shooty Bit,0,5,100%,49.88%
8945,486230,Con Amore,0,5,100%,49.88%
8946,577580,Gladiator: Sword of Vengeance,0,5,100%,49.88%
8947,517210,Bad Pad,0,5,100%,49.88%
8948,642730,Virtual SlotCars,0,5,100%,49.88%
8949,498360,Puzzle Nebula,0,5,100%,49.88%
8950,500220,Weather Lord: Legendary Hero Collector's Edition,0,5,100%,49.88%
8951,390620,An Alien with a Magnet,0,5,100%,49.88%
